,City ID,City,Country,Lat,Long,Date,Temp Max,Humidity,Cloudiness,Wind Speed
25,2074865,Carnarvon,AU,-24.87,113.63,11/24/20,78.8,65,0,9.8
26,5880054,Barrow,US,71.29,-156.79,11/24/20,15.8,78,90,9.8
27,2109528,Buala,SB,-8.14,159.59,11/24/20,78.58399999999999,67,97,0.81
28,4016734,Bucerías,MX,20.75,-105.33,11/24/20,78.8,88,40,1.0
29,3874787,Punta Arenas,CL,-53.15,-70.92,11/24/20,42.8,81,0,5.1
30,2264557,Ponta do Sol,PT,32.67,-17.1,11/24/20,66.2,63,40,3.6
31,3423146,Ilulissat,GL,69.22,-51.1,11/24/20,24.8,49,100,10.8
32,2160735,Lakes Entrance,AU,-37.88,147.98,11/24/20,78.99800000000002,64,0,2.68
33,1855540,Naze,JP,28.37,129.48,11/24/20,75.2,73,75,7.2
34,1015776,Bredasdorp,ZA,-34.53,20.04,11/24/20,55.4,66,12,3.6
35,514259,Ostashkov,RU,57.15,33.11,11/24/20,32.59400000000007,95,96,2.18
36,3622716,Nicoya,CR,10.15,-85.45,11/24/20,78.8,78,0,3.1
37,5848280,Kapaa,US,22.08,-159.32,11/24/20,78.8,74,90,8.2
38,1509844,Boguchany,RU,58.38,97.45,11/24/20,12.362000000000059,93,83,1.01
39,3451138,Rio Grande,BR,-32.03,-52.1,11/24/20,69.99800000000002,89,59,0.89
40,2212775,Sabha,LY,27.04,14.43,11/24/20,46.88600000000007,78,0,2.51
41,2125711,Esso,RU,55.93,158.7,11/24/20,12.524000000000012,89,82,4.2
42,2128983,Nayoro,JP,44.35,142.46,11/24/20,36.733999999999995,83,100,3.89
43,4815352,Morgantown,US,39.63,-79.96,11/24/20,48.2,42,1,3.6
44,2071860,Esperance,AU,-33.87,121.9,11/24/20,64.4,55,75,7.7
45,2240449,Luanda,AO,-8.84,13.23,11/24/20,77.0,88,75,2.6
46,5847411,Kahului,US,20.89,-156.47,11/24/20,78.8,74,1,9.3
47,6185377,Yellowknife,CA,62.46,-114.35,11/24/20,12.2,85,75,4.6
48,3667773,Suárez,CO,2.95,-76.7,11/24/20,67.19000000000003,82,100,0.81
49,2180815,Tuatapere,NZ,-46.13,167.68,11/24/20,71.00600000000003,48,0,2.68
50,5282297,Bethel,US,41.37,-73.41,11/24/20,33.008,86,1,1.25
51,538138,Kuvandyk,RU,51.48,57.36,11/24/20,17.54600000000005,93,100,2.46
52,964432,Port Alfred,ZA,-33.59,26.89,11/24/20,62.492,66,95,6.42
53,2163355,Hobart,AU,-42.88,147.33,11/24/20,82.4,39,0,8.7
54,1507390,Dikson,RU,73.51,80.55,11/24/20,10.34600000000005,96,100,9.37
55,4031574,Provideniya,RU,64.38,-173.3,11/24/20,35.6,80,90,13.0
56,3361934,Saldanha,ZA,-33.01,17.94,11/24/20,53.6,76,85,0.5
57,5924351,Clyde River,CA,70.47,-68.59,11/24/20,6.800000000000001,92,90,14.9
58,2094027,Kieta,PG,-6.22,155.63,11/24/20,82.92200000000004,66,89,1.44
59,2409914,Bonthe,SL,7.53,-12.51,11/24/20,77.46800000000009,82,0,0.97
60,3369157,Cape Town,ZA,-33.93,18.42,11/24/20,57.992,58,75,2.1
61,4034496,Fare,PF,-16.7,-151.02,11/24/20,82.04000000000002,77,7,5.33
62,1649150,Bengkulu,ID,-3.8,102.27,11/24/20,77.57600000000009,86,100,1.63
63,3424607,Tasiilaq,GL,65.61,-37.64,11/24/20,23.0,79,100,8.7
64,935215,Saint-Philippe,RE,-21.36,55.77,11/24/20,77.0,53,37,1.5
65,2729907,Longyearbyen,SJ,78.22,15.64,11/24/20,24.8,85,90,8.7
66,4033356,Tiarei,PF,-17.53,-149.33,11/24/20,78.8,88,75,3.1
67,609924,Emba,KZ,48.83,58.14,11/24/20,16.64600000000005,95,44,3.29
68,4033557,Tautira,PF,-17.73,-149.15,11/24/20,78.8,88,75,3.1
69,2206939,Bluff,NZ,-46.6,168.33,11/24/20,71.00600000000003,48,0,2.68
70,1489656,Teya,RU,60.38,92.63,11/24/20,10.220000000000063,93,99,1.83
71,5122534,Jamestown,US,42.1,-79.24,11/24/20,37.99400000000007,74,90,3.6
72,5861897,Fairbanks,US,64.84,-147.72,11/24/20,10.004000000000055,77,75,0.5
73,5106841,Albany,US,42.6,-73.97,11/24/20,30.002000000000077,55,100,0.9
74,3372745,Rabo de Peixe,PT,37.8,-25.58,11/24/20,55.4,58,20,3.6
75,4020109,Atuona,PF,-9.8,-139.03,11/24/20,78.692,74,60,5.94
76,964420,Port Elizabeth,ZA,-33.92,25.57,11/24/20,59.0,77,20,7.2
77,547162,Knyaginino,RU,55.82,45.03,11/24/20,31.928000000000065,99,100,0.71
78,1076194,Andilamena,MG,-17.02,48.58,11/24/20,66.56000000000009,71,63,3.32
79,5557293,Sitka,US,57.05,-135.33,11/24/20,41.0,80,1,2.6
80,2980339,Arrondissement de Saintes,FR,45.67,-0.75,11/24/20,46.99400000000007,87,0,3.1
81,2112802,Hasaki,JP,35.73,140.83,11/24/20,51.998000000000026,100,75,6.7
82,1689087,San Mariano,PH,7.5,126.0,11/24/20,86.0,70,75,2.6
83,3366880,Hermanus,ZA,-34.42,19.23,11/24/20,57.00200000000008,69,55,1.79
84,4021858,Guerrero Negro,MX,27.98,-114.06,11/24/20,60.98000000000004,85,0,4.05
85,1006984,East London,ZA,-33.02,27.91,11/24/20,60.8,77,0,5.1
86,5289658,Chino Valley,US,34.76,-112.45,11/24/20,39.2,44,1,2.6
87,3443061,Chui,UY,-33.7,-53.46,11/24/20,72.30200000000008,71,73,5.73
88,1337617,Muli,MV,2.92,73.57,11/24/20,82.67000000000006,70,34,3.03
89,5563397,Eureka,US,40.8,-124.16,11/24/20,50.0,89,89,0.89
90,3628473,San Cristobal,VE,7.77,-72.22,11/24/20,65.76800000000009,88,60,0.54
91,3893629,Coquimbo,CL,-29.95,-71.34,11/24/20,57.2,82,0,3.1
92,2022572,Khatanga,RU,71.97,102.5,11/24/20,10.058000000000003,95,97,3.9
93,3580733,Bodden Town,KY,19.28,-81.25,11/24/20,80.99600000000005,78,40,5.1
94,6170031,Tuktoyaktuk,CA,69.45,-133.04,11/24/20,-0.39999999999994884,84,75,2.1
95,4074736,Marshall,US,34.38,-86.33,11/24/20,55.99400000000007,62,1,4.6
96,4032243,Vaini,TO,-21.2,-175.2,11/24/20,80.6,74,75,4.1
97,3393536,Olinda,BR,-8.01,-34.86,11/24/20,77.0,69,40,4.6
98,3374083,Bathsheba,BB,13.22,-59.52,11/24/20,80.6,78,40,7.2
99,2745087,Gemeente Wageningen,NL,51.97,5.67,11/24/20,42.008,100,90,3.1
100,6165406,Thompson,CA,55.74,-97.86,11/24/20,-7.599999999999952,91,5,0.79
101,89113,Ajdabiya,LY,30.76,20.23,11/24/20,59.41400000000003,67,17,2.19
102,2152659,Port Macquarie,AU,-31.43,152.92,11/24/20,80.00600000000003,42,1,3.58
103,5546220,Saint George,US,37.1,-113.58,11/24/20,46.004000000000055,36,1,3.1
104,2027786,Amga,RU,60.9,131.96,11/24/20,-3.0639999999999787,88,100,3.36
105,3571913,Marsh Harbour,BS,26.54,-77.06,11/24/20,73.14800000000002,74,0,9.8
106,6137462,Saint-Augustin,CA,51.23,-58.65,11/24/20,14.090000000000021,83,85,11.6
107,3929611,San Jerónimo,PE,-11.95,-75.28,11/24/20,50.21600000000001,66,43,0.76
108,5847486,Kailua,US,21.4,-157.74,11/24/20,78.8,74,90,5.7
109,4223379,Smyrna,US,33.88,-84.51,11/24/20,50.0,61,75,4.6
110,3471451,Arraial do Cabo,BR,-22.97,-42.03,11/24/20,72.24800000000002,85,99,7.99
111,1819729,Hong Kong,HK,22.29,114.16,11/24/20,75.99199999999999,69,19,0.45
112,2017155,Saskylakh,RU,71.92,114.08,11/24/20,-2.505999999999979,91,84,2.26
113,2618795,Klaksvík,FO,62.23,-6.59,11/24/20,41.0,86,7,5.1
114,2208248,Kaitangata,NZ,-46.28,169.85,11/24/20,60.998000000000026,72,0,6.71
115,3521108,Progreso,MX,21.28,-89.67,11/24/20,77.0,83,5,3.6
116,3372707,Ribeira Grande,PT,38.52,-28.7,11/24/20,57.02000000000006,61,29,7.32
117,1502073,Krasnosel'kup,RU,65.7,82.47,11/24/20,14.432000000000016,96,100,5.56
118,3374888,Assomada,CV,15.1,-23.68,11/24/20,78.8,78,75,5.7
119,3466704,Castro,BR,-24.79,-50.01,11/24/20,60.22400000000001,97,29,2.58
120,2167426,Emerald,AU,-23.53,148.17,11/24/20,95.0,32,99,1.5
121,3445026,Vila Velha,BR,-20.33,-40.29,11/24/20,71.6,94,40,1.5
122,3395981,Maceió,BR,-9.67,-35.74,11/24/20,71.6,94,0,3.49
123,2155415,New Norfolk,AU,-42.78,147.06,11/24/20,82.4,39,0,8.7
124,5787423,Black Diamond,US,47.31,-122.0,11/24/20,44.99600000000005,97,100,2.76
125,2065594,Mount Isa,AU,-20.73,139.5,11/24/20,104.0,11,0,5.7
126,1529484,Kumul,CN,42.8,93.45,11/24/20,28.04000000000002,64,0,1.32
127,5866583,Saint Paul Harbor,US,57.79,-152.41,11/24/20,42.8,70,1,4.6
128,5855927,Hilo,US,19.73,-155.09,11/24/20,78.8,74,40,2.6
129,546105,Nikolskoye,RU,59.7,30.79,11/24/20,33.998000000000026,98,90,2.0
130,5374920,Morro Bay,US,35.37,-120.85,11/24/20,55.004000000000055,83,0,0.89
131,964712,Plettenberg Bay,ZA,-34.05,23.37,11/24/20,56.80400000000005,73,75,4.35
132,556268,Ostrovnoy,RU,68.05,39.51,11/24/20,33.96200000000006,91,82,0.45
133,3662342,São Gabriel da Cachoeira,BR,-0.13,-67.09,11/24/20,73.27400000000002,94,100,0.74
134,3883457,Lebu,CL,-37.62,-73.65,11/24/20,53.54600000000005,88,39,0.64
135,2125693,Evensk,RU,61.95,159.23,11/24/20,-2.109999999999978,83,89,4.35
136,2671392,Strängnäs,SE,59.38,17.03,11/24/20,48.2,93,100,4.1
137,2015913,Suntar,RU,62.14,117.63,11/24/20,-0.363999999999983,89,51,3.47
138,2400547,Gamba,GA,-2.65,10.0,11/24/20,77.234,90,100,2.5
139,1067565,Beloha,MG,-25.17,45.05,11/24/20,80.36600000000001,42,58,1.48
140,3577154,Oranjestad,AW,12.52,-70.03,11/24/20,82.4,74,40,5.7
141,5391959,San Francisco,US,37.77,-122.42,11/24/20,53.99600000000005,76,20,5.7
142,2122090,Pevek,RU,69.7,170.31,11/24/20,23.594000000000072,96,100,9.36
143,3831208,Qaanaaq,GL,77.48,-69.36,11/24/20,8.366000000000007,91,100,0.62
144,935616,Le Port,RE,-20.94,55.29,11/24/20,78.8,50,0,6.2
145,1282256,Hithadhoo,MV,-0.6,73.08,11/24/20,82.14800000000002,78,15,5.12
146,3386213,Touros,BR,-5.2,-35.46,11/24/20,77.0,83,40,3.1
147,3421193,Paamiut,GL,61.99,-49.67,11/24/20,39.07400000000001,72,100,14.51
148,1519422,Semey,KZ,50.41,80.23,11/24/20,17.6,92,75,1.0
149,3395458,Maragogi,BR,-9.01,-35.22,11/24/20,74.62400000000001,85,3,3.94
150,2527087,Tiznit Province,MA,29.58,-9.5,11/24/20,59.162000000000056,52,100,0.89
151,2110227,Butaritari,KI,3.07,172.79,11/24/20,82.4,79,100,8.33
152,2940132,Chemnitz,DE,50.83,12.92,11/24/20,32.0,100,2,2.1
153,1510689,Baykit,RU,61.67,96.37,11/24/20,9.032000000000018,92,98,1.04
154,1650232,Banjar,ID,-8.19,114.97,11/24/20,84.2,83,40,3.6
155,2396853,Omboué,GA,-1.57,9.26,11/24/20,76.96400000000003,91,99,1.99
156,868355,Kochubey,RU,44.39,46.58,11/24/20,41.41400000000003,71,100,3.91
157,639734,Rauma,FI,61.13,21.51,11/24/20,35.6,93,90,2.6
158,4004293,Ixtapa,MX,20.7,-105.2,11/24/20,78.8,88,40,1.0
159,2318123,Yenagoa,NG,4.92,6.26,11/24/20,75.7760000000001,93,100,1.69
160,2156643,Mount Gambier,AU,-37.83,140.77,11/24/20,84.2,30,0,7.2
161,2068110,Kununurra,AU,-15.77,128.73,11/24/20,95.0,47,61,2.1
162,323786,Ankara,TR,39.92,32.85,11/24/20,35.99600000000005,86,0,2.41
163,2409215,Mattru,SL,7.62,-11.83,11/24/20,73.36400000000003,96,2,1.01
164,3141667,Roald,NO,62.58,6.13,11/24/20,44.6,93,100,8.2
165,3374166,Tarrafal,CV,15.28,-23.77,11/24/20,78.8,78,75,5.7
166,3137469,Sørland,NO,67.67,12.69,11/24/20,45.30200000000008,80,97,13.13
167,3416888,Grindavik,IS,63.84,-22.43,11/24/20,33.8,80,40,5.1
168,3899695,Ancud,CL,-41.87,-73.82,11/24/20,51.998000000000026,93,90,5.7
169,299900,Talas,TR,38.69,35.55,11/24/20,19.4,79,40,0.42
170,4956335,Yarmouth,US,41.71,-70.23,11/24/20,37.4,64,1,2.6
171,598286,Kazlų Rūda,LT,54.77,23.5,11/24/20,42.8,87,90,5.7
172,1714733,Dingle,PH,11.0,122.67,11/24/20,82.36400000000003,80,79,7.22
173,986717,Kruisfontein,ZA,-34.0,24.73,11/24/20,59.0,79,52,2.24
174,2456917,Goundam,ML,16.41,-3.67,11/24/20,62.88800000000005,28,0,5.62
175,2136150,Luganville,VU,-15.53,167.17,11/24/20,82.4,78,40,2.6
176,1492566,Severo-Yeniseyskiy,RU,60.37,93.04,11/24/20,8.09600000000005,95,100,1.66
177,1278703,Āmta,IN,22.58,88.01,11/24/20,66.2,82,20,1.5
178,1735106,George Town,MY,5.41,100.34,11/24/20,84.2,79,20,0.5
179,3664321,Eirunepé,BR,-6.66,-69.87,11/24/20,74.33600000000007,94,100,0.92
180,3391889,Pitimbu,BR,-7.47,-34.81,11/24/20,75.2,94,75,2.6
181,113659,Tabas,IR,33.6,56.92,11/24/20,39.2,64,0,1.0
182,4333811,Morgan City,US,29.7,-91.21,11/24/20,69.99800000000002,88,90,2.6
183,3192224,Pula,HR,44.87,13.85,11/24/20,41.0,60,0,3.1
184,2630299,Hofn,IS,64.25,-15.21,11/24/20,34.412000000000056,83,31,7.38
185,1580410,Hong Gai,VN,20.96,107.09,11/24/20,78.8,78,75,3.1
186,3516171,Barra de Tecoanapa,MX,16.52,-98.75,11/24/20,77.84600000000005,78,0,2.23
187,5962442,Goderich,CA,43.75,-81.72,11/24/20,33.008,88,100,8.94
188,3698359,Chicama,PE,-7.84,-79.15,11/24/20,62.438000000000045,84,30,1.78
189,2146219,Hervey Bay,AU,-25.3,152.85,11/24/20,82.99400000000007,65,100,1.34
190,1052944,Angoche,MZ,-16.23,39.91,11/24/20,80.43800000000005,71,94,4.47
191,1490256,Talnakh,RU,69.49,88.4,11/24/20,15.8,92,75,8.0
192,1528998,Yumen,CN,40.28,97.2,11/24/20,23.9,79,0,1.55
193,2013918,Ust-Maya,RU,60.42,134.53,11/24/20,-9.687999999999946,87,100,2.7
194,3372472,Vila Franca do Campo,PT,37.72,-25.43,11/24/20,55.4,58,20,3.6
195,5364271,Laguna,US,38.42,-121.42,11/24/20,55.4,50,1,2.1
196,1151464,Phang Nga,TH,8.45,98.53,11/24/20,87.00800000000001,70,20,4.6
197,1255361,Suratgarh,IN,29.32,73.9,11/24/20,69.40400000000005,24,99,1.92
198,1061605,Manakara,MG,-22.13,48.02,11/24/20,77.41400000000003,76,42,4.16
199,3893726,Constitución,CL,-35.33,-72.42,11/24/20,53.582000000000015,89,0,1.98
200,156510,Kondoa,TZ,-4.9,35.78,11/24/20,63.96800000000009,89,92,2.15
201,1512019,Aksarka,RU,66.56,67.8,11/24/20,17.87000000000006,97,100,4.65
202,6089245,Norman Wells,CA,65.28,-126.83,11/24/20,-5.799999999999947,83,75,2.1
203,3466165,Cidreira,BR,-30.18,-50.21,11/24/20,70.43000000000004,86,0,8.16
204,4005143,Guaymas,MX,27.93,-110.9,11/24/20,69.8,73,5,2.77
205,540761,Kropotkin,RU,45.44,40.58,11/24/20,34.592,92,15,3.24
206,2510573,Teguise,ES,29.06,-13.56,11/24/20,68.0,52,0,3.1
207,2738381,Lata,PT,40.16,-8.33,11/24/20,57.00200000000008,92,98,0.45
208,1521315,Līsakovsk,KZ,52.54,62.49,11/24/20,15.583999999999993,96,100,2.76
209,3985710,Cabo San Lucas,MX,22.89,-109.91,11/24/20,75.99199999999999,73,75,2.1
210,4013679,Coahuayana Viejo,MX,18.73,-103.68,11/24/20,75.29000000000002,84,0,1.17
211,1803331,Linxia Chengguanzhen,CN,35.6,103.21,11/24/20,25.28600000000007,90,64,0.17
212,2381972,Adrar,MR,20.5,-10.07,11/24/20,59.432000000000016,32,34,4.41
213,2087894,Rabaul,PG,-4.2,152.17,11/24/20,84.00200000000008,65,89,1.6
214,6167817,Torbay,CA,47.67,-52.73,11/24/20,35.00600000000003,64,90,17.5
215,2647311,Haverfordwest,GB,51.8,-4.97,11/24/20,51.008,93,100,3.6
216,2293538,Abidjan,CI,5.31,-4.02,11/24/20,78.8,94,20,1.5
217,3404558,Cabedelo,BR,-6.98,-34.83,11/24/20,75.2,94,75,2.6
218,5392593,San Ramon,US,37.78,-121.98,11/24/20,55.99400000000007,71,1,2.1
219,3402648,Carutapera,BR,-1.2,-46.02,11/24/20,78.27800000000006,85,26,3.26
220,1685422,Sulangan,PH,11.14,123.72,11/24/20,83.21000000000008,76,88,9.02
221,1807700,Huaibei,CN,33.97,116.79,11/24/20,46.004000000000055,71,82,1.7
222,1529376,Korla,CN,41.76,86.15,11/24/20,29.33600000000007,76,6,0.78
223,2136697,Lakatoro,VU,-16.1,167.42,11/24/20,82.4,78,40,2.6
224,5565500,Humboldt,US,40.67,-123.92,11/24/20,51.008,1,76,0.45
225,5866063,Kenai,US,60.55,-151.26,11/24/20,30.2,86,90,5.7
226,5354943,Half Moon Bay,US,37.46,-122.43,11/24/20,53.6,87,90,2.6
227,2120261,Uglegorsk,RU,49.08,142.03,11/24/20,29.354000000000052,83,62,6.97
228,590447,Karla,EE,59.37,24.93,11/24/20,37.4,93,90,1.5
229,1485873,Yertarskiy,RU,56.79,64.3,11/24/20,18.08600000000007,94,100,3.27
230,3430988,Luján,AR,-34.57,-59.1,11/24/20,68.0,94,62,2.24
231,543508,Kovdor,RU,67.57,30.48,11/24/20,18.824000000000012,97,11,0.9
232,1045114,Inhambane,MZ,-23.86,35.38,11/24/20,78.674,87,31,2.75
233,1506268,Gornopravdinsk,RU,60.05,69.9,11/24/20,18.212000000000057,93,100,4.18
234,2123814,Leningradskiy,RU,69.38,178.42,11/24/20,27.608000000000004,98,100,12.31
235,5919850,Chapais,CA,49.78,-74.85,11/24/20,8.600000000000001,92,90,1.5
236,1253237,Verāval,IN,20.9,70.37,11/24/20,78.15200000000007,34,36,3.53
237,2027296,Aykhal,RU,66.0,111.5,11/24/20,-0.39999999999994884,84,0,3.0
238,3355672,Lüderitz,NA,-26.65,15.16,11/24/20,64.4,52,0,9.3
239,364933,Umm Kaddadah,SD,13.6,26.69,11/24/20,69.18800000000005,24,19,5.09
240,4035715,Avarua,CK,-21.21,-159.78,11/24/20,78.8,78,97,2.6
241,2158767,Mareeba,AU,-17.0,145.43,11/24/20,89.00600000000003,52,96,3.99
242,1259091,Kollam,IN,8.88,76.6,11/24/20,86.0,79,20,3.1
243,1688859,San Nicolas,PH,18.17,120.6,11/24/20,87.8,58,40,5.1
244,933535,Letlhakane,BW,-21.42,25.58,11/24/20,75.21800000000009,64,60,1.47
245,162183,Ashgabat,TM,37.95,58.38,11/24/20,28.4,92,0,2.41
246,5129780,Olean,US,42.08,-78.43,11/24/20,39.992,85,90,3.6
247,2015646,Taldan,RU,53.67,124.8,11/24/20,14.774000000000012,81,0,5.33
248,3525570,La Joya,MX,18.67,-99.47,11/24/20,66.99199999999999,58,0,1.83
249,1260228,Partūr,IN,19.6,76.22,11/24/20,72.71600000000001,41,43,4.28
250,5882953,Aklavik,CA,68.22,-135.01,11/24/20,3.1999999999999993,84,100,1.0
251,3155152,Gravdal,NO,68.12,13.5,11/24/20,43.19600000000005,85,100,12.11
252,3403687,Camocim,BR,-2.9,-40.84,11/24/20,78.76400000000004,82,32,5.61
253,6620339,Karratha,AU,-20.74,116.85,11/24/20,91.34600000000005,43,32,7.33
254,3984997,San Quintín,MX,30.48,-115.95,11/24/20,59.0,77,0,2.36
255,3650121,Yaguachi Nuevo,EC,-2.12,-79.68,11/24/20,73.4,73,20,5.1
256,6943832,Riviere-au-Renard,CA,49.0,-64.4,11/24/20,21.2,62,20,4.6
257,1259917,Pennādam,IN,11.4,79.23,11/24/20,76.06400000000004,80,100,5.2
258,2028164,Deputatsky,RU,69.3,139.9,11/24/20,-16.761999999999958,89,71,3.24
259,3373652,Oistins,BB,13.07,-59.53,11/24/20,80.6,78,40,7.2
260,692829,Starobesheve,UA,47.75,38.03,11/24/20,31.640000000000022,96,6,3.55
261,1260771,Palāsa,IN,18.77,84.42,11/24/20,76.83800000000005,42,100,5.05
262,1856392,Muroto-misakicho,JP,33.28,134.15,11/24/20,60.8,77,75,1.0
263,3369179,Caledon,ZA,-34.23,19.43,11/24/20,57.00200000000008,69,16,1.79
264,1513491,Yangi Marg`ilon,UZ,40.43,71.72,11/24/20,26.6,92,100,1.0
265,2161515,Kiama,AU,-34.68,150.87,11/24/20,71.00600000000003,76,31,6.66
266,2189343,Kaeo,NZ,-35.1,173.78,11/24/20,75.00200000000008,73,26,8.05
267,1586203,Can Tho,VN,10.03,105.78,11/24/20,84.2,79,20,1.0
268,3480908,La Asuncion,VE,11.03,-63.86,11/24/20,78.566,87,86,5.71
269,702898,Lyubashivka,UA,47.84,30.26,11/24/20,33.96200000000006,92,89,3.89
270,1701054,Marawi,PH,8.0,124.29,11/24/20,82.99400000000007,84,100,1.34
271,113508,Takāb,IR,36.4,47.11,11/24/20,33.92600000000009,83,24,1.16
272,1651591,Amahai,ID,-3.33,128.92,11/24/20,85.24400000000007,71,85,1.8
273,3832899,Viedma,AR,-40.81,-63.0,11/24/20,57.992,61,45,5.55
274,3653967,Muisne,EC,0.6,-80.03,11/24/20,72.71600000000001,88,100,4.28
275,3429577,Resistencia,AR,-27.46,-58.98,11/24/20,86.0,42,0,4.1
276,2012530,Zhigansk,RU,66.77,123.37,11/24/20,-1.9659999999999584,91,100,7.16
277,5917275,Carman,CA,49.5,-98.0,11/24/20,21.2,85,0,3.1
278,6255012,Flinders,AU,-34.58,150.86,11/24/20,71.00600000000003,76,41,6.04
279,1805408,Jinsha,CN,32.09,121.07,11/24/20,53.00600000000003,95,100,0.89
280,2094342,Kavieng,PG,-2.57,150.8,11/24/20,83.91200000000006,74,83,3.81
281,286621,Salalah,OM,17.02,54.09,11/24/20,77.0,27,0,7.2
282,1651810,Airai,TL,-8.93,125.41,11/24/20,80.02400000000002,55,83,0.68
283,3687238,Cartagena,CO,10.4,-75.51,11/24/20,82.4,94,40,3.1
284,2171099,Codrington,AU,-38.27,141.97,11/24/20,73.99400000000007,57,0,4.37
285,2013392,Vilyuysk,RU,63.76,121.62,11/24/20,-0.3459999999999468,91,100,4.68
286,2866375,Netphen,DE,50.92,8.1,11/24/20,37.99400000000007,96,97,0.89
287,3936456,Lima,PE,-12.04,-77.03,11/24/20,62.6,82,0,5.1
288,2392204,Parakou,BJ,9.34,2.63,11/24/20,71.76200000000006,36,41,1.18
289,2182010,Tairua,NZ,-37.02,175.85,11/24/20,68.0,88,59,6.71
290,3421765,Nanortalik,GL,60.14,-45.24,11/24/20,33.044000000000075,93,100,18.77
291,4726521,San Patricio,US,28.02,-97.52,11/24/20,73.99400000000007,88,20,7.7
292,3663516,Mâncio Lima,BR,-7.61,-72.9,11/24/20,74.80400000000006,91,95,0.98
293,3374333,Praia,CV,14.92,-23.51,11/24/20,78.8,78,75,5.7
294,5392171,San Jose,US,37.34,-121.89,11/24/20,53.99600000000005,76,1,3.1
295,187585,Marsabit,KE,2.33,37.99,11/24/20,66.59600000000005,89,5,5.93
296,3150002,Kjøpsvik,NO,68.1,16.37,11/24/20,39.992,69,98,5.1
297,4034551,Faanui,PF,-16.48,-151.75,11/24/20,81.24800000000002,79,0,6.04
298,4503078,Millville,US,39.4,-75.04,11/24/20,41.0,86,90,2.13
299,4791259,Virginia Beach,US,36.85,-75.98,11/24/20,44.6,75,75,2.94
300,4033543,Teahupoo,PF,-17.83,-149.27,11/24/20,78.8,88,75,3.1
301,86049,Jalu,LY,29.03,21.55,11/24/20,55.05800000000001,77,26,4.95
302,523392,Naryan-Mar,RU,67.67,53.09,11/24/20,16.304000000000052,97,93,4.02
303,3393692,Itarema,BR,-2.92,-39.92,11/24/20,80.25800000000001,76,63,6.9
304,3865086,Bahía Blanca,AR,-38.72,-62.27,11/24/20,59.25200000000008,69,24,0.97
305,3579789,Anse-Bertrand,GP,16.47,-61.51,11/24/20,75.2,88,0,1.5
306,5367788,Lompoc,US,34.64,-120.46,11/24/20,50.0,87,1,2.08
307,2108857,Gizo Government Station,SB,-8.1,156.84,11/24/20,79.89800000000002,81,99,6.75
308,3645532,Ciudad Bolivar,VE,8.12,-63.55,11/24/20,76.46000000000008,86,92,4.14
309,2119447,Yuzhno-Kurilsk,RU,44.03,145.86,11/24/20,43.28600000000007,60,96,3.61
310,3358670,Arandis,NA,-22.42,14.97,11/24/20,55.99400000000007,89,49,0.89
311,8010683,Porto Santo,PT,33.07,-16.34,11/24/20,62.6,88,75,6.7
